0,35
1,23
2,33
3,35
4,7
4,22
4,26
4,30
4,35
4,37
5,29
6,7
7,23
8,35
9,35
10,28
11,8
11,25
11,35
12,25
13,25
14,23
15,35
16,35
17,35
18,23
19,7
20,7
21,23
22,25
22,36
23,35
24,35
25,35
26,35
27,35
28,35
29,35
30,35
31,35
32,35
33,35
34,35
35,35
36,35
37,35
38,35
39,35
40,35
41,35
42,35
43,35
44,35
45,35
46,35
47,8
47,23
47,25
47,35
48,35
49,13
50,10
50,21
50,23
50,25
50,35
51,25
52,25
53,20
53,35
54,13
54,20
54,35
55,35
56,25
57,35
58,13
58,20
58,25
58,35
59,13
59,20
59,23
59,35
60,3
60,8
60,10
60,12
60,23
60,25
60,26
60,28
60,35
60,36
61,7
61,36
62,15
62,32
62,35
63,23
64,25
65,25
66,35
67,35
68,12
68,14
69,35
70,35
71,35
72,35
73,35
74,35
75,35
76,35
77,35
78,35
79,35
80,35
81,35
82,35
83,35
84,35
85,35
86,35
87,35
88,35
89,35
90,7
91,23
92,26
92,35
93,6
93,10
93,35
93,36
94,35
95,23
96,35
97,35
98,35
99,35
100,7
100,13
101,35
102,35
103,35
104,35
105,7
105,25
105,36
106,20
106,23
106,32
106,36
106,37
107,23
108,1
108,4
108,5
108,16
108,31
109,35
110,13
110,20
111,35
112,35
113,35
114,9
114,23
115,3
116,35
117,23
117,25
118,28
119,33
120,14
120,23
121,35
122,35
123,23
124,35
125,15
126,23
127,35
128,4
129,23
129,25
130,35
131,35
132,7
133,35
134,26
135,26
136,13
136,23
136,25
136,26
136,34
137,26
137,34
138,25
139,13
140,35
141,35
142,28
143,13
144,35
145,13
145,16
146,23
146,35
147,23
147,25
147,35
148,25
148,35
149,25
150,25
150,35
151,35
152,25
152,35
153,13
153,25
153,36
154,7
154,8
154,10
154,13
154,26
154,28
154,30
154,35
154,36
155,35
156,35
157,7
157,25
157,35
158,13
158,25
159,10
159,25
159,29
159,35
160,10
161,23
161,26
162,7
163,7
164,35
165,3
165,12
165,23
165,25
165,29
165,35
166,23
166,25
167,35
168,0
168,2
168,3
168,17
168,18
169,25
170,35
171,35
172,35
173,35
174,35
175,35
176,35
177,26
177,34
177,35
178,26
179,35
180,25
181,8
181,20
181,22
181,23
181,25
181,35
182,35
183,7
183,12
183,14
183,25
183,35
183,36
184,7
185,7
186,25
187,35
188,7
189,7
190,14
191,35
192,35
193,7
193,25
194,28
195,7
196,35
197,23
198,25
198,35
199,25
200,35
201,7
202,35
203,35
204,35
205,24
206,3
207,23
208,35
209,7
210,8
210,25
210,35
211,25
212,25
213,35
214,23
214,25
215,35
216,23
217,35
218,25
218,35
219,23
220,8
220,23
220,35
221,29
221,35
222,29
223,7
224,3
224,7
224,10
224,12
224,20
224,25
224,29
224,32
224,35
225,27
226,23
226,28
227,23
228,30
229,30
230,3
230,8
230,12
230,22
230,23
230,25
230,26
230,30
230,35
230,36
230,37
231,12
232,35
233,14
234,8
234,35
235,25
235,35
236,25
237,25
238,35
239,35
240,35
241,8
241,35
242,23
242,25
243,25
244,23
245,35
246,35
247,29
248,35
249,35
250,26
251,7
251,35
252,35
253,3
254,3
254,26
254,30
255,4
255,14
255,19
255,28
256,4
257,4
257,14
258,7
259,23
259,25
260,25
260,29
260,30
260,35
261,25
262,14
263,25
264,25
265,25
266,25
266,35
267,35
268,35
269,35
270,35
271,35
272,35
273,23
274,25
274,29
275,35
276,35
277,23
278,29
279,38
280,35
281,11
281,23
281,25
281,26
281,35
282,25
283,25
284,25
285,13
285,25
286,35
287,35
288,8
289,35
290,14
291,35
